2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
213	Diabetes	Informacion General y Diabetes	Epidemiología y Diabetes	Cuanta Población en Chile hay con Diabetes							Cuanta poblacion en Chile hay con diabetes?	La Pre-valencia de la Diabetes en Chile  para el año 2014 es cercana al 12,3 % lo que corresponde a 1, 5 millones de pacientes, se estima que 326 mil personas no saben que son diabeticos, en centro y Sudamérica se estiman alrededor de 25 millones de pacientes y que crecerá a 39 millones de pacientes para el 2035.	idf.org
214	Diabetes	Informacion General y Diabetes	g								que edad es una persona más propensa a la diabetes	Diabetes tipo 1. Puede ocurrir a cualquier edad, pero se diagnostica con mayor frecuencia en niños, adolescentes o adultos jóvenes.Diabetes tipo 2. Es mucho más común. Generalmente se presenta en la edad adulta pero, debido a las tasas altas de obesidad, ahora se está diagnosticando con esta enfermedad a niños y adolescentes	idf.org
215	Diabetes	Alimentacion y Diabetes	Comidas y Diabetes	que alimentos me pueden ayudar a prevenir diabetes?	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	alimentos					que alimentos me pueden ayudar a prevenir diabetes?	Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.	idf.org
216	Diabetes	Prevención y Diabetes	Tabaco y Diabetes	¿Fumar ocasionalmente me puede perjudicar con la diabetes?							en que afecta el cigarro a enfermos diabeticos	Estudios recientes han demostrado que,cuanto más fuma una persona, mayor,es su riesgo de desarrollar diabetes.  Se ha confirmado que fumar tabaco causa un aumento temporal,de los niveles de glucosa en sangre; la exposición crónica al humo del tabaco induce la alteración de la tolerancia a la glucosa. dejar de fumar normaliza la sensibilidad a la insulina. hubo un aumento del riesgo de diabetes tipo 2 entre los fumadores: menos de 20 cigarrillos al día: 5% en varones y 0% en mujeres  entre 20 y 40 cigarrillos al día: 19% en varones y 21% en mujeres  más de 40 cigarrillos al día: 45% en varones y 74% en mujeres.	idf.org
217	Diabetes	Complicaciones diabetes	Cetoacidosis	Que es la Cetoacidosis Diabetica	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/cetoacidosis.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	cetoacidosis					Cetoacidosis	La cetoacidosis es una afección grave que puede producir un coma diabético (perder el conocimiento por mucho tiempo) o incluso la muerte.Cuando las células no están recibiendo la glucosa que necesitan como fuente de energía, el cuerpo comienza a quemar grasa para tener energía, lo que produce cetonas.Cuando las cetonas se acumulan en la sangre, esto hace que su sangre sea más ácida. Son una señal de advertencia de que la diabetes está fuera de control o que usted se está enfermando.La cetoacidosis se puede presentar en cualquier persona con diabetes, aunque es poco común en personas con diabetes tipo 2.	idf,org
218	Diabetes	Complicaciones diabetes	Cetoacidosis	Que es la Cetoacidosis Diabetica	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/cetoacidosis.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						Que es la Cetoacidosis	La cetoacidosis es una afección grave que puede producir un coma diabético (perder el conocimiento por mucho tiempo) o incluso la muerte.Cuando las células no están recibiendo la glucosa que necesitan como fuente de energía, el cuerpo comienza a quemar grasa para tener energía, lo que produce cetonas.Cuando las cetonas se acumulan en la sangre, esto hace que su sangre sea más ácida. Son una señal de advertencia de que la diabetes está fuera de control o que usted se está enfermando.La cetoacidosis se puede presentar en cualquier persona con diabetes, aunque es poco común en personas con diabetes tipo 2.	idf.org
219	Diabetes	Complicaciones diabetes	Cetoacidosis	Que es la Cetoacidosis Diabetica	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/cetoacidosis.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						Que es la Cetoacidosis Diabetica	La cetoacidosis es una afección grave que puede producir un coma diabético (perder el conocimiento por mucho tiempo) o incluso la muerte.Cuando las células no están recibiendo la glucosa que necesitan como fuente de energía, el cuerpo comienza a quemar grasa para tener energía, lo que produce cetonas.Cuando las cetonas se acumulan en la sangre, esto hace que su sangre sea más ácida. Son una señal de advertencia de que la diabetes está fuera de control o que usted se está enfermando.La cetoacidosis se puede presentar en cualquier persona con diabetes, aunque es poco común en personas con diabetes tipo 2.	idf.org
220	Diabetes	Complicaciones diabetes	Cetoacidosis	¿Cuáles son las señales de advertencia de la cetoacidosis?	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/cetoacidosis.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						¿Cuáles son las señales de advertencia de la cetoacidosis?	La cetoacidosis es grave y peligrosa. Si tiene alguno de estos síntomas, comuníquese inmediatamente con su proveedor de atención médica o vaya a la sala de emergencia de su hospital local. La cetoacidosis generalmente se presenta lentamente. Si llega a vomitar, esta afección mortal puede surgir en pocas horas. Los síntomas iniciales incluyen: Sed o boca muy seca,Constante necesidad de orinar, Alto nivel de glucosa (azúcar),Alto nivel de cetonas en la orina. Luego se presentan otros síntomas:Cansancio constante.,Piel seca o enrojecida,Náuseas, vómitos o dolor abdominal (Pueden causar vómitos muchas enfermedades, no solo la cetoacidosis. Si los vómitos continúan durante más de 2 horas, comuníquese con su proveedor de atención médica.)Dificultad para respirar,Aliento con olor a fruta ,Dificultad para prestar atención o confusión 	idf.org
221	Diabetes	Complicaciones diabetes	Cetoacidosis	¿Qué causa cetoacidosis?	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/cetoacidosis.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						¿Qué causa cetoacidosis?	Estas son tres razones básicas para tener una cantidad moderada o alta de cetonas:  Insuficiente insulina  Quizá no se inyectó suficiente insulina. O es posible que necesite más insulina de lo habitual debido a una enfermedad. Insuficiente comida  Cuando está enfermo, a menudo no le apetece comer, lo que a veces resulta en un alto nivel de cetonas. También puede tener un nivel alto de glucosa cuando se salta una comida. Reacción a la insulina (bajo nivel de glucosa)  Si la prueba indica un alto nivel de cetonas en la mañana, es posible que haya tenido una reacción a la insulina mientras dormía. 	idf.org
222	Diabetes					#N/A	#N/A			Insulina	la insulina la puedo tomar?	“La insulina oral no existe en el mundo hoy en dia, se esta investigando y se espera que en un futuro cercano se logre desarrollar, por ahora existe solo inyectable subcutáneas (Cualquier insulina, ya sea de acción rápida o retardada).o endovenosas (Solo las insulinas de acción rápida que no poseen). retardantes.  Existen los siguientes tipos de insulinas:Insulinas de acción rápida. Insulinas de acción corta llamada cristalina.Insulinas de acción intermedia o NPH.Insulinas de acción prolongada.	idf.org
223	Diabetes					#N/A	#N/A			Insulina	puedo mezclar metformina con insulina?	 Si, se utiliza ,Cuando se tiene Diabetes tipo 2, el páncreas secreta un poco de insulina, pero es insuficiente y, se le suma  que las células del cuerpo se tornan resistentes a ella. Los medicamentos orales  nos pueden ayudar a evitar la resistencia a la insulina, para que se utlice la glucosa. Pero el páncreas, a veces no podrá producirla más y en ese caso  los medicamentos orales podrían no ser suficientes.  En esos casos  se recomendará la utilización de metformina e insulina.  	idf.org
224	Diabetes	Informacion General y Diabetes	Cura de la Diabetes								la diabetes es una enfermedad con solución	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.	idf.org
225	Diabetes	Cirugia y Diabetes		¿La Cirugía Bariatrica me mejorara la diabetes?		cirugía					hay cirugía para parar la diabetes o mejorarla un poco mas	A veces se considera a la cirugía bariátrica como una opción viable para las personas adultas con diabetes tipo 2 y que tienen un índice de masa corporal por encima de 35. Puede ser una solución, especialmente si la diabetes es difícil de controlar con cambios de estilo de vida y medicamentos.Aunque algunos estudios clínicos pequeños hayan demostrado los beneficios del control de la glucosa en pacientes con diabetes tipo 2 y un índice de masa corporal alto, no hay evidencia suficiente que demuestre beneficios en personas con un índice de masa corporal más bajo que 35.Dado a que la cirugía bariátrica no es una cura, aconsejamos que los individuos que se han sometido a esta cirugía, continúen sus chequeos recomendados para las personas con diabetes	idf.org
226	Diabetes	Informacion General y Diabetes	Cura de la Diabetes								¿la diabetes tiene cura?	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.	idf.org
227	Diabetes	Informacion General y Diabetes	Cura de la Diabetes								¿existe la cura de la diabetes?	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.	idf.org
228	Diabetes	Alimentacion y Diabetes	Comidas y Diabetes	Clasificación de Alimentos y Diabetes	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	índice glucémico					¿Qué es el índice glucémico?	Para ayudar a clasificar los alimentos según la velocidad con la que elevan la glucosa en sangre se creó, hace ya más de 30 años, el concepto de índice glucémico. Se trata de una prueba de laboratorio, realizada en voluntarios que no tienen diabetes. En esta prueba, se obtienen los valores de glucemia cada 15 minutos después de la ingesta de un determinado alimento y se comparan con los obtenidos realizando la misma prueba con la misma cantidad en forma de glucosa.	fundaciondiabetes.org
229	Diabetes	Informacion General y Diabetes	Cura de la Diabetes								la diabetes tiene cura	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.	idf.org
230	Diabetes	Alimentacion y Diabetes	Productos Dieteticos y Diabetes		http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	sacarina					puedo usar sacarina si tengo diabetes?	Debido a que el Splenda y otros edulcorantes o productos que contienen sucralosa no son reconocidos por el cuerpo como un hidrato de carbono, no tiene impacto en la respuesta de la insulina en el cuerpo o en los niveles de azúcar en la sangre eso si Los edulcorantes de sucralosa, como el Splenda, son reconocidos como seguros por la U.S. Food and Drug Administration. A pesar de que la FDA aprueba la seguridad del Splenda, sigue siendo un producto relativamente nuevo, y sólo el tiempo revelará si hay problemas de seguridad graves asociados con el edulcorante. Pero si no estás seguro si utilizar Splenda para sustituir el azúcar común es lo adecuado para ti, habla de tus preocupaciones con tu educador de diabetes, nutricionista o con tu médico	idf,org
231	Diabetes	Diagnostico de Diabetes		¿Cómo se diagnostica la diabetes?	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						¿como sé si tengo diabetes?	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta los cuales son La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre)  le podrá solicitar algunos de los siguientes exámenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los últimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
232	Diabetes	Alimentacion y Diabetes	Comidas y Diabetes	¿que cosas no puedo comer si tengo diabetes?	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	comer					¿que cosas no puedo comer si tengo diabetes?	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.	
233	Diabetes	FARMACOS	Insulina								insulina	La insulina (del latín insula, "isla") es una hormona  producida y secretada por las células beta de los islotes de Langerhans del páncreas. La insulina interviene en el aprovechamiento metabólico de los nutrientes, sobre todo con el anabolismo de los glúcidos.La  insulina es como una llave que abre la cerradura de las puertas de las células del cuerpo para que la glucosa (azúcar en la sangre) pueda entrar y sea utilizada como energía.   La insulina ayuda a la glucosa a entrar a las células del cuerpo.	
234	Diabetes	Alimentacion y Diabetes	Comidas y Diabetes		http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	azúcar	sacarosa				Azucar	Se denomina azúcar, en el uso más extendido de la palabra, a la sacarosa, cuya fórmula química es C12H22O11, también llamada «azúcar común» o «azúcar de mesa» La sacarosa se encuentra en todas las plantas, y en cantidades apreciables en otras plantas distintas de la caña de azúcar o la remolacha, como el sorgo y el arce azucarero.El azúcar es una importante fuente de calorías en la dieta alimenticia moderna, pero es frecuentemente asociada a calorías vacías, debido a la completa ausencia de vitaminas y minerales.En alimentos industrializados el porcentaje de azúcar puede llegar al 80 %.2 La Organización Mundial de la Salud recomienda que el azúcar no supere el 10% de las calorías diarias consumidas	
235	Diabetes	Piel									las heridas de pie diabético prolongadas tienen solución	Si, pero depende de grado de pie diabetico que se Clasifique y que otros factores  posee el paciente determinara la dificultad y tiempo en curar.El pie diabetico es una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabético, debido a que el riesgo es de que se complique y termine en una amputación.	
236	Diabetes	Informacion General y Diabetes									tengo diabetes	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta los cuales son La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) le podrá solicitar algunos de los siguientes exámenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es que no tiene que ayunar ni beber nada. y marca el estado de los últimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
237	Diabetes					#N/A	#N/A				si me opero podré mejorar la diabetes	A veces se considera a la cirugía bariátrica como una opción viable para las personas adultas con diabetes tipo 2 y que tienen un índice de masa corporal por encima de 35. Puede ser una solución, especialmente si la diabetes es difícil de controlar con cambios de estilo de vida y medicamentos.Aunque algunos estudios clínicos pequeños hayan demostrado los beneficios del control de la glucosa en pacientes con diabetes tipo 2 y un índice de masa corporal alto, no hay evidencia suficiente que demuestre beneficios en personas con un índice de masa corporal más bajo que 35.Dado a que la cirugía bariátrica no es una cura, aconsejamos que los individuos que se han sometido a esta cirugía, continúen sus chequeos recomendados para las personas con diabetes	diabetes.org
238	Diabetes					#N/A	#N/A				me podre curar de la diabetes	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente	idf.org
239	Diabetes					#N/A	#N/A				sintomas de la diabetes	En muchos casos no presentan sintomas hasta el diagnostico de laboaratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. 	idf.org
240	Diabetes					#N/A	#N/A				¿afecta la erección el que me salga la insulina alta ?		
241	Diabetes					sacarina					puedo usar sacarina si tengo diabetes?	Debido a que el Splenda y otros edulcorantes o productos que contienen sucralosa no son reconocidos por el cuerpo como un hidrato de carbono, no tiene impacto en la respuesta de la insulina en el cuerpo o en los niveles de azúcar en la sangre eso si Los edulcorantes de sucralosa, como el Splenda, son reconocidos como seguros por la U.S. Food and Drug Administration. A pesar de que la FDA aprueba la seguridad del Splenda, sigue siendo un producto relativamente nuevo, y sólo el tiempo revelará si hay problemas de seguridad graves asociados con el edulcorante. Pero si no estás seguro si utilizar Splenda para sustituir el azúcar común es lo adecuado para ti, habla de tus preocupaciones con tu educador de diabetes, nutricionista o con tu médico	fda.org
242	Diabetes					#N/A	#N/A				tengo diabetes 2 y estoy con insulina al tope, y ya no me baja la glicemia, que puedo hacer		
243	Diabetes					#N/A	#N/A				el exceso de insulina hace engordar		
244	Diabetes					#N/A	#N/A				la diabetes es genetica	A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4	diabetes.org
245	Diabetes					#N/A	#N/A				existe relación entre diabetes y la pancreatitis		
246	Diabetes					#N/A	#N/A				existe relación entre las enfermedades autoinmunes y la diabetes		
247	Diabetes					#N/A	#N/A				que puedo comer y cuánto si tengo diabetes		
248	Diabetes					#N/A	#N/A				cuanta insulina debo usar		
249	Diabetes					#N/A	#N/A				qué debo hacer si me salté una dosis de metformina		
250	Diabetes					#N/A	#N/A				tengo diabetes que puedo hacer		
251	Diabetes					#N/A	#N/A				¿como debo conservar la insulina en mi hogar?	Aunque los fabricantes recomiendan guardar la insulina en el refrigerador, inyectarse insulina fría a veces puede hacer que la inyección cause más dolor. Para evitarlo, los fabricantes sugieren guardar a temperatura ambiente el frasco de insulina que está usando. La insulina que se guarda a temperatura ambiente dura aproximadamente un mes. Pero recuerde que si compra más de un frasco a la vez para ahorrar dinero, debe guardar los frascos adicionales en el refrigerador. No guarde la insulina cerca de fuentes de mucho calor o frío.,Nunca guarde insulina en el congelador, bajo la luz directa del sol o en la guantera de un auto.,Lea la fecha de vencimiento antes de usarla y no use insulina que ya se ha vencido. Examine el frasco detenidamente para asegurarse de que la insulina tenga una apariencia normal antes de absorber la insulina con la jeringa. 	diabetes.org
252	Diabetes					#N/A	#N/A				¿en que lugar debo inyectar la insulina?	Muchos de los profesionales de la salud recomiendan que la insulina se inyecte en el tejido subcutáneo que es la parte que se encuentra justo debajo de la piel. Si se inyecta muy profundo, la insulina puede inyectarse en el músculo, en dónde se absorberá muy rápido y no durará el tiempo adecuado (además de que una inyección en el músculo es más dolorosa) Muchas personas hacen un pliegue en la piel e insertan la aguja en un ángulo de 90°. Para hacer un pliegue adecuado puede seguir las indicaciones que se dan a continuación: Tome un par de centímetros de piel entre su dedo gordo y el índice y el medio, haciendo un pellizco y levantando un poco la piel. (si utiliza una aguja de 5mm NO necesita hacer este pellizco aun cuando se inyecte a un ángulo de 90°. Con estas agujas tan pequeñas no debe preocuparse por inyectarse en el músculo). Introduzca la aguja.,Sostenga el pellizco de tal manera que la aguja no llegue al músculo.,Empuje el émbolo (o el botón de la pluma) para inyectar la insulina.,Quite la aguja de su piel.,Suelte el pellizco.	bd.com
253	Diabetes					#N/A	#N/A				uso insulina lenta y rápida; ¿como realizó la.mezcla de estas?		
254	Diabetes					#N/A	#N/A				¿cuando debo acudir al médico?		
255	Diabetes					#N/A	#N/A				¿es grave tener heridas en los pies si soy diabetico?		
256	Diabetes					#N/A	#N/A				¿cuando debo acudir al podólogo si soy diabetico?		
257	Diabetes					#N/A	#N/A				¿debo utilizar zapatos especiales si es que tengo una herida y soy diabetico?		
258	Diabetes	Pre Diabetes				pre diabetes					¿Que es la Prediabetes?	La prediabetes significa que el nivel de glucosa (azúcar) en la sangre de una persona es más alto de lo normal, pero no lo suficientemente alto aún para ser diagnosticado como diabetes. Las personas con prediabetes están en camino de desarrollar diabetes tipo 2 con los años y también tienen un mayor riesgo de sufrir problemas graves de salud, como accidentes cerebrovasculares y enfermedades cardíacas. Hay algunos riesgos de prediabetes que no puede controlar, como la edad y los antecedentes familiares. Pero hay cosas que puede hacer para reducir su riesgo, como aumentar la actividad física y perder peso. Estos cambios de estilo de vida también pueden ayudarle a prevenir o retrasar la diabetes tipo 2. En general, no existen síntomas cuando se tiene prediabetes. Hable con su médico para estar seguro. Un simple análisis de sangre puede confirmar si tiene prediabetes.	doihaveprediabetes.org
259	Diabetes	Pre Diabetes									Prediabetes	La prediabetes significa que el nivel de glucosa (azúcar) en la sangre de una persona es más alto de lo normal, pero no lo suficientemente alto aún para ser diagnosticado como diabetes. Las personas con prediabetes están en camino de desarrollar diabetes tipo 2 con los años y también tienen un mayor riesgo de sufrir problemas graves de salud, como accidentes cerebrovasculares y enfermedades cardíacas. Hay algunos riesgos de prediabetes que no puede controlar, como la edad y los antecedentes familiares. Pero hay cosas que puede hacer para reducir su riesgo, como aumentar la actividad física y perder peso. Estos cambios de estilo de vida también pueden ayudarle a prevenir o retrasar la diabetes tipo 2. En general, no existen síntomas cuando se tiene prediabetes. Hable con su médico para estar seguro. Un simple análisis de sangre puede confirmar si tiene prediabetes.	doihaveprediabetes.org
260	Diabetes	Pre Diabetes									Saqué una puntuación alta en la prueba de riesgo en línea. ¿Tengo prediabetes?	Una puntuación alta en la prueba de riesgo en línea significa que muy probablemente tenga prediabetes, pero sólo un análisis de sangre puede confirmarlo, así que hable con su médico. Su médico le hará un simple análisis de sangre para revisar sus niveles de azúcar en sangre. Si los niveles son más altos de lo normal, pero no lo suficientemente altos como para ser diabetes tipo 2, significa que tiene prediabetes. Pero la buena noticia es... como acaba de aprender... que la prediabetes a menudo se puede revertir.	doihaveprediabetes.org
261	Diabetes	Pre Diabetes									¿Qué tan cerca está la prediabetes de la diabetes tipo 2?	Entre el 15 y el 30 por ciento de las personas que tienen prediabetes desarrollarán diabetes tipo 2 en los 5 años siguientes. Si no cambia el estilo de vida, se expone a un mayor riesgo. Los estudios muestran que la pérdida de entre el 5 y el 7 por ciento de tu peso corporal, por una alimentación sana y ejercicios regulares, puede ayudar a prevenir o retrasar la aparición de la diabetes tipo 2. Para una persona que pesa 90 kilogramos, eso significa de 4,5 a 7 kilogramos.	doihaveprediabetes.org
262	Diabetes	Pre Diabetes									¿Qué cambios debo hacer en términos de dieta y ejercicio para evitar tener diabetes tipo 2 si tengo prediabetes?	Hable con su médico y pregúntele si le puede contactar con un Programa de Prevención Nacional de Diabetes o con un nutricionista, que le ayudarán a aprender a comer menos alimentos malos y más alimentos buenos. Además, tenga en cuenta que el aumento de su actividad física también ayuda. Hay diversas maneras de aumentar su actividad física, como caminar, tomar clases de baile, ir al gimnasio, saltar la soga con sus hijos y muchas otras formas de levantarse y moverse en la vida real.	doihaveprediabetes.org
263	Diabetes	Pre Diabetes									Cuales son los factores de riesgos para tener prediabetes?	Si una o más de estas cosas se aplican a usted, entonces está en riesgo de tener prediabetes y diabetes tipo 2: Tener antecedentes familiares de diabetes Tener más de 40 años; el riesgo de diabetes aumenta con la edad Tener sobrepeso Tener antecedentes de diabetes gestacional: diabetes o alto nivel de azúcar en la sangre durante el embarazo Tener presión arterial alta	doihaveprediabetes.org
264	Diabetes					#N/A	#N/A				¿Cuáles son las causas y las consecuencias de la Diabetes infantil?		
265	Diabetes					#N/A	#N/A				¿Cuáles son las causas de la diabetes?		
266	Diabetes					#N/A	#N/A				¿Tomar colágeno hidrolizado causa diabetes?		
267	Diabetes					#N/A	#N/A				¿Cuáles son los síntomas de Diabetes en adolescentes?		
268	Diabetes					#N/A	#N/A				¿Qué vitaminas debo tomar para la diabetes tipo 2?		
269	Diabetes					#N/A	#N/A				¿Cuáles son los parámetros en el azúcar de la sangre para saber si tengo Diabetes? 		
270	Diabetes					#N/A	#N/A				Me realicé unos análisis y la glucosa salió en 130. ¿Eso es sinónimo de diabetes?		
271	Diabetes					#N/A	#N/A				Tengo 16 años. Me medí la diabetes y la tenía en 93. ¿Es normal? En mi familia muchos sufren de esa enfermedad.		
272	Diabetes					#N/A	#N/A				diabetes mellitus tipo 1	Antes era conocida como Diabetes Juvenil. Generalmente es causada por una reacción autoinmune (reacción donde el propio cuerpo ataca las celulas) en la que el sistema de defensa del cuerpo ataca las células que producen insulina (hormona que ayuda al buen uso de la glucosa), aun no se conoce las razones por las que ocurre. Las personas con diabetes tipo 1 producen muy poca o ninguna insulina. Ocurre en personas de cualquier edad pero principalmente en niños o jovenes.Los pacientes que poseen esta enfermedadrequieren inyectarse insulina de manera externa todos los días para controlar su enfermdad.	idf.org
273	Diabetes					#N/A	#N/A				diabetes mellitus		
323	Diabetes	Diagnostico de Diabetes	Resultados de Hemoglobina Glicosilada	tengo xxx de hemoglobina glicosilada. esta bien	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						tengo 9,8 de hemoglobina glicosilada. esta bien		
